50.4
50.5
50.9
54.6
55.7
56.8
64.1
64.8
65.9
66
66.3
66.3
67.3
68.6
70
70
71
71
72.2
72.3
72.6
72.7
72.8
73.2
73.3
73.3
73.6
73.6
73.8
74
74
74
76.4
76.5
76.5
76.9
77.4
79.3
79.6
80.5
80.6
80.7
82.4
83
84.4
96
99.6
100
109
